,sp_pwd,vel_calc,porcent_des,sp_vel_aparente,x_tsne,y_tsne,z_tsne
0,77.83618579538232,32.80754716981132,-3.377386253851977,8.396543246970893,174.8507537841797,-12.431480407714844,-157.32437133789062
1,255.3815552863136,17.70244897959184,4.181099517057391,5.337415225736499,-84.73188781738281,-145.77854919433594,-139.44334411621094
2,152.194251992272,38.7765673907564,-1.737872666585584,8.311220482970354,183.84925842285156,83.75721740722656,-103.12800598144531
3,248.7704342963505,24.39670806006297,2.662584888997575,8.704790950921202,-211.40951538085938,-353.68121337890625,189.2806854248047
4,155.7532568635691,35.43781081186982,-0.8731442972049492,8.487545683986143,-147.51795959472656,37.725341796875,-130.33436584472656
5,217.0737447598807,26.91783553264644,1.566720145088133,8.945233376482218,-34.549957275390625,192.55747985839844,-75.30099487304688
6,81.67073076419639,36.10140845070423,-1.730661365554174,8.230975671044503,65.51920318603516,145.8805694580078,-154.58236694335938
7,219.5772386316629,22.79205298013245,2.126106682856453,4.616644365128644,157.42172241210938,199.38101196289062,-111.31178283691406
8,87.14700858201383,32.62,-1.471856597029948,3.116946362487347,-119.09355163574219,-173.0533905029297,-29.210067749023438
9,202.9785592614028,27.13846153846154,0.9465169220567421,-0.3908086359155407,-26.108976364135742,-42.305259704589844,271.2989807128906
10,50.30865741202978,29.6390977443609,-2.440001133357963,-1.977512881772691,-126.77222442626953,-119.81118774414062,64.71005249023438
11,168.3655465558334,21.25945945945946,1.298544674678431,7.950308951210347,-51.12429428100586,26.358810424804688,-163.57080078125
12,4.0,21.6,-0.09846400393674533,-3.506416232209443,25.866987228393555,-150.76210021972656,-224.81529235839844
13,0.0,19.8,0.02355105669742195,-4.267735505371278,-202.21768188476562,96.62503051757812,100.51941680908203
14,53.20008762769232,21.68780487804878,-0.3152407746079614,-6.259535033174609,203.6459197998047,-33.2449951171875,97.2527847290039
15,201.8601050198477,18.07714285714286,2.748246277907367,-7.570676244388451,-25.01448631286621,-188.33775329589844,112.3835220336914
16,102.6816041281018,31.77931034482759,-1.301929894925088,5.259195490189875,-18.252403259277344,-234.80123901367188,-41.495994567871094
17,211.3675709629391,26.67692307692308,0.9412607962124625,3.102606466876431,50.35377502441406,-218.3032989501953,-131.86032104492188
18,149.5574512158791,33.02068965517242,-0.1707701913945889,4.57911472400138,-46.088966369628906,-70.34934997558594,-26.18999481201172
19,239.1621927249502,20.44969097651422,3.207282538011377,1.457547453191681,50.22807312011719,240.58872985839844,-46.94571304321289
20,126.5634970103778,31.37142857142857,-0.4514696722955265,9.846610292454871,103.70076751708984,-161.19923400878906,91.83076477050781
21,243.8045997243375,12.13256066642521,7.137194690917319,-2.454714300246378,93.25389862060547,-74.55908203125,16.160615921020508
22,55.688525551422,47.53605674776351,-6.677409634473724,4.404729852307504,-102.5040512084961,84.19733428955078,133.062255859375
23,200.4906291107062,17.60590115492487,4.067062353848582,7.887427645537111,50.28863525390625,-123.79647064208984,-69.78892517089844
24,92.89480770119172,28.13966444743631,-1.276232235789343,5.056344866232041,-19.792970657348633,-162.14627075195312,10.480506896972656
25,131.522378308617,20.54769526153866,1.081617389707073,9.278316107395254,10.587919235229492,120.36463928222656,-3.921215057373047
26,239.4097408,25.38010633896338,-0.05371798932544905,10.00727702910884,-57.44431686401367,-72.07035827636719,158.70391845703125
27,187.857244733762,29.42998006103444,0.01885092567751133,5.775413080352321,36.829444885253906,48.41618728637695,-106.23617553710938
28,202.3299712,20.32726804703416,-0.06144829650640202,18.93986484663641,97.3896713256836,164.22991943359375,74.79096221923828
29,72.24375329057187,28.0071253153219,0.07266559092139174,6.786423062899546,-144.71902465820312,-4.449455261230469,89.6899185180664
30,93.67807572079727,27.95151192780667,-0.9331496626999246,7.871285778640685,-205.82875061035156,-53.52581024169922,20.797847747802734
31,221.5514325326825,11.20063333591093,5.87039853876158,0.7993149398668953,-139.65480041503906,160.9689483642578,-105.46479034423828
32,59.49330754774205,45.06607272037013,-5.723635454283758,-0.8884574423001855,-198.8904266357422,70.64498901367188,-7.770120143890381
33,234.6930540031643,22.31700710400023,2.2907587864157,6.266983630717996,122.5394287109375,31.898561477661133,44.02273178100586
34,165.8781628560764,44.31840700515254,-2.914999449869391,5.733329626165953,-47.68320083618164,121.18321228027344,-166.91610717773438
35,215.3398847683529,11.53735976391224,6.468742984298455,5.901785938422873,211.41818237304688,536.6209716796875,-220.41958618164062
36,34.10807880496218,35.09397199698113,-6.498721130377167,-6.061655746558085,-90.84170532226562,375.825439453125,313.2664794921875
37,55.42734536565504,16.36564704052924,0.3175271552633955,-9.661135274085868,446.84881591796875,166.9745635986328,-454.548828125
38,50.46450309465352,3.481315565160808,-0.03074911665607301,-3.359145873822522,-151.885009765625,62.43964385986328,344.35565185546875
40,115.3838298094053,32.73,-1.657457684400672,-9.183888453986818,-88.55804443359375,25.665611267089844,206.27532958984375
41,199.8398256322458,24.45912550312148,1.799504338098796,-9.73632549802294,102.72772979736328,66.68834686279297,-39.620357513427734
42,163.6690160162539,28.14542659877371,-0.5937167895368255,-9.859221056492002,6.243705749511719,8.56600284576416,-16.23902702331543
43,126.0066190344796,20.63337665976075,0.5476768680251723,-9.465449710227134,-70.21703338623047,92.8300552368164,33.56218719482422
44,80.08780254543153,32.96142121817398,-2.485577973149411,-9.296934619476286,-7.818797588348389,-92.42106628417969,68.8636703491211
45,203.0783598878402,22.80529998071035,0.6105103008700864,-7.710675015020469,33.3761100769043,-17.275108337402344,200.48638916015625
46,107.3940527847715,26.44996819847742,-0.8141979409781851,-7.359421157797521,222.24819946289062,1.9592320919036865,-22.169631958007812
47,185.1664108473684,23.51841125057711,0.6893167447346721,-4.762835715620752,129.298583984375,-18.506187438964844,175.145751953125
48,104.9571158558158,29.66697429773181,-1.34259896152115,-2.826883495187809,62.067745208740234,-275.9124755859375,10.0285062789917
49,163.7924131564235,24.75771044571406,1.178195346753106,-5.64236320507177,-106.69244384765625,5.610809803009033,-15.966395378112793
50,206.5609191388731,0.7700523015613591,-0.3038176433854838,-5.120532246198452,110.95033264160156,-29.976104736328125,-67.12344360351562
51,194.4535423486665,21.35855738879973,1.358546208253752,-4.543822948221775,-28.670597076416016,-279.75579833984375,105.04750061035156
52,157.1121538636445,32.6115527622473,-1.139542824991412,-3.52683770209774,-72.36797332763672,-28.94308090209961,-98.14762878417969
53,89.1900672,29.88282461923664,0.04537913777165534,-4.710857513066893,104.77569580078125,-193.9941864013672,-9.522690773010254
54,133.2654555206682,32.78954931638728,-0.1902297130857436,-3.514583005744094,-61.203609466552734,-64.855712890625,-209.25189208984375
55,188.7898752,34.37987948243972,0.1149593061108437,-2.622278686927893,-20.788700103759766,288.5638732910156,428.15789794921875
56,254.9076623146455,31.37409791999962,-0.05843205651050678,-2.994639762034303,31.903596878051758,-55.20224380493164,-141.00694274902344
57,68.5366656,18.87776233271579,0.1280138098027941,-4.127355202262784,87.96768188476562,-37.243377685546875,-361.0995788574219
58,227.9320749296184,36.53175163939478,-0.06251000782110948,-3.710701519198039,181.19256591796875,-116.97321319580078,-82.92353820800781
59,206.1735927836718,29.71279859263217,0.7065714465111699,-3.717348722178685,124.76304626464844,159.32052612304688,-21.827680587768555
60,129.5757652625317,32.57171806106061,-0.8557952713669732,-8.002577950508808,-99.649169921875,182.2338409423828,28.31366539001465
61,220.1667031927183,22.57380177706742,1.916084051494495,-8.167096864782222,14.270944595336914,26.855018615722656,-247.38330078125
62,65.32445243150657,27.28275405335008,-0.9815813158366428,-9.55310427673071,-48.81565856933594,-3.3966989517211914,82.5300521850586
63,161.6857207804906,25.95568133519952,0.1869801932320439,-8.583058365037582,56.12416458129883,-122.51666259765625,175.50392150878906
64,109.5925262152852,23.17815197721138,-0.4534660573141888,-9.544003255257243,-30.04939079284668,168.16439819335938,115.55596923828125
65,104.299885784053,33.05322997450421,0.01826837770696148,-6.778305861388696,19.558887481689453,78.96349334716797,90.22734832763672
66,79.0075975129708,36.96725425776677,-2.41687525220319,-8.41676618704257,205.73175048828125,91.01980590820312,76.49507904052734
67,195.9332080588642,26.97137127111055,0.5820827956595995,-9.619086871081018,191.9354248046875,-115.80683898925781,23.232267379760742
68,84.1671040467582,39.64340850397054,-3.011428351631623,-8.356410155875018,111.32279205322266,55.851985931396484,-203.4365997314453
69,218.3210943498727,24.59314285714271,1.924442052702609,-8.449424444704068,115.90415954589844,-114.47775268554688,-160.00242614746094
70,45.80740601571158,50.11636441212119,-4.742309175156709,-5.209554339092263,-188.02517700195312,-77.61122131347656,142.08740234375
71,181.971081394345,39.05998080000573,0.1478812736530021,2.75364932435731,60.7667236328125,-21.29192352294922,99.93498992919922
72,177.8400192,29.78997119999549,-0.06540268445854228,-0.3432917684046545,-168.51011657714844,-59.86669158935547,-86.54256439208984
73,162.4786213828015,33.03006734789524,0.09262105779320534,-2.163172582978273,56.78628921508789,91.50814056396484,187.4557342529297
74,151.3407796106418,33.20883752336142,-0.6315796728633352,-7.400348837974517,-64.27875518798828,73.77703094482422,-68.56770324707031
75,176.1562457672205,16.26989971200004,2.716089318916377,-7.395155115602038,-62.617435455322266,-157.6294403076172,211.138916015625
